item_id,pv_users,buy_users,conversion_rate
120500,7.0,2.0,0.2857142857142857
121226,7.0,3.0,0.42857142857142855
125367,10.0,1.0,0.1
126589,32.0,2.0,0.0625
127488,6.0,2.0,0.3333333333333333
128765,6.0,1.0,0.16666666666666666
128903,31.0,1.0,0.03225806451612903
129700,6.0,1.0,0.16666666666666666
133211,7.0,2.0,0.2857142857142857
133622,16.0,2.0,0.125
134094,9.0,1.0,0.1111111111111111
137035,13.0,1.0,0.07692307692307693
137093,11.0,2.0,0.18181818181818182
137496,11.0,2.0,0.18181818181818182
138478,5.0,1.0,0.2
138964,145.0,1.0,0.006896551724137931
140247,13.0,1.0,0.07692307692307693
143803,8.0,1.0,0.125
143893,15.0,1.0,0.06666666666666667
145439,5.0,1.0,0.2
146539,9.0,2.0,0.2222222222222222
146986,12.0,1.0,0.08333333333333333
147677,7.0,1.0,0.14285714285714285
149503,7.0,1.0,0.14285714285714285
149734,10.0,2.0,0.2
152262,10.0,1.0,0.1
152488,11.0,1.0,0.09090909090909091
154610,23.0,1.0,0.043478260869565216
157338,8.0,1.0,0.125
158929,24.0,1.0,0.041666666666666664
159102,8.0,1.0,0.125
161261,5.0,2.0,0.4
162442,15.0,1.0,0.06666666666666667
163127,7.0,1.0,0.14285714285714285
163130,10.0,1.0,0.1
166246,7.0,1.0,0.14285714285714285
167738,5.0,1.0,0.2
168877,5.0,1.0,0.2
169766,5.0,1.0,0.2
170587,5.0,1.0,0.2
170801,6.0,1.0,0.16666666666666666
172988,5.0,1.0,0.2
175733,12.0,1.0,0.08333333333333333
176798,11.0,2.0,0.18181818181818182
180935,10.0,1.0,0.1
181419,42.0,1.0,0.023809523809523808
182454,9.0,1.0,0.1111111111111111
184189,20.0,3.0,0.15
184756,8.0,1.0,0.125
185149,27.0,1.0,0.037037037037037035
186392,5.0,1.0,0.2
186807,6.0,1.0,0.16666666666666666
191709,34.0,1.0,0.029411764705882353
191928,10.0,1.0,0.1
192167,13.0,1.0,0.07692307692307693
193661,15.0,1.0,0.06666666666666667
196145,11.0,1.0,0.09090909090909091
203061,14.0,1.0,0.07142857142857142
204287,5.0,1.0,0.2
206456,12.0,1.0,0.08333333333333333
206755,6.0,1.0,0.16666666666666666
206845,9.0,1.0,0.1111111111111111
208024,13.0,1.0,0.07692307692307693
208328,6.0,1.0,0.16666666666666666
209328,7.0,1.0,0.14285714285714285
212610,5.0,1.0,0.2
213747,25.0,4.0,0.16
215440,5.0,1.0,0.2
216164,5.0,1.0,0.2
216774,5.0,1.0,0.2
217987,6.0,1.0,0.16666666666666666
218393,5.0,1.0,0.2
219160,5.0,1.0,0.2
219341,7.0,1.0,0.14285714285714285
219835,15.0,1.0,0.06666666666666667
222342,18.0,1.0,0.05555555555555555
223790,42.0,2.0,0.047619047619047616
224835,5.0,1.0,0.2
224906,28.0,1.0,0.03571428571428571
224998,25.0,1.0,0.04
227247,5.0,1.0,0.2
228397,9.0,1.0,0.1111111111111111
229040,6.0,1.0,0.16666666666666666
230489,5.0,1.0,0.2
232919,54.0,1.0,0.018518518518518517
234293,11.0,1.0,0.09090909090909091
235572,12.0,1.0,0.08333333333333333
239212,13.0,1.0,0.07692307692307693
242938,7.0,1.0,0.14285714285714285
243377,17.0,1.0,0.058823529411764705
243390,22.0,2.0,0.09090909090909091
243862,15.0,1.0,0.06666666666666667
245528,9.0,1.0,0.1111111111111111
246334,5.0,1.0,0.2
246666,12.0,1.0,0.08333333333333333
246715,8.0,1.0,0.125
250415,8.0,1.0,0.125
252626,6.0,2.0,0.3333333333333333
253633,5.0,2.0,0.4
257154,5.0,1.0,0.2
257420,14.0,2.0,0.14285714285714285
257772,25.0,4.0,0.16
258311,5.0,3.0,0.6
258372,12.0,3.0,0.25
260643,8.0,2.0,0.25
264220,29.0,4.0,0.13793103448275862
264846,14.0,1.0,0.07142857142857142
265985,36.0,3.0,0.08333333333333333
267531,20.0,2.0,0.1
269814,6.0,1.0,0.16666666666666666
271175,8.0,1.0,0.125
271484,9.0,1.0,0.1111111111111111
273772,27.0,1.0,0.037037037037037035
274924,23.0,2.0,0.08695652173913043
276663,5.0,1.0,0.2
278976,10.0,1.0,0.1
279675,15.0,1.0,0.06666666666666667
280390,5.0,1.0,0.2
283513,5.0,1.0,0.2
284053,23.0,2.0,0.08695652173913043
284818,6.0,1.0,0.16666666666666666
284882,8.0,1.0,0.125
288049,9.0,1.0,0.1111111111111111
289566,7.0,3.0,0.42857142857142855
291699,25.0,2.0,0.08
292311,5.0,1.0,0.2
292674,28.0,1.0,0.03571428571428571
292726,5.0,1.0,0.2
295398,5.0,2.0,0.4
297055,6.0,1.0,0.16666666666666666
297126,12.0,1.0,0.08333333333333333
297610,51.0,2.0,0.0392156862745098
297777,7.0,1.0,0.14285714285714285
299363,9.0,1.0,0.1111111111111111
300124,22.0,4.0,0.18181818181818182
301639,8.0,3.0,0.375
305270,5.0,1.0,0.2
305955,8.0,1.0,0.125
307552,12.0,1.0,0.08333333333333333
309462,8.0,2.0,0.25
309530,5.0,1.0,0.2
314500,7.0,1.0,0.14285714285714285
317193,32.0,2.0,0.0625
319074,41.0,1.0,0.024390243902439025
320169,72.0,1.0,0.013888888888888888
321118,8.0,2.0,0.25
321595,7.0,1.0,0.14285714285714285
321798,5.0,1.0,0.2
325430,11.0,2.0,0.18181818181818182
327014,14.0,1.0,0.07142857142857142
331248,5.0,1.0,0.2
331318,27.0,1.0,0.037037037037037035
332453,5.0,1.0,0.2
332574,9.0,1.0,0.1111111111111111
333810,8.0,1.0,0.125
335403,6.0,1.0,0.16666666666666666
339295,10.0,1.0,0.1
342787,20.0,1.0,0.05
343971,10.0,1.0,0.1
344968,21.0,1.0,0.047619047619047616
345076,7.0,1.0,0.14285714285714285
345622,21.0,1.0,0.047619047619047616
347712,29.0,2.0,0.06896551724137931
348292,11.0,2.0,0.18181818181818182
351205,12.0,1.0,0.08333333333333333
351910,8.0,1.0,0.125
352507,6.0,1.0,0.16666666666666666
356938,9.0,3.0,0.3333333333333333
357129,5.0,1.0,0.2
358848,5.0,1.0,0.2
359229,16.0,1.0,0.0625
362605,5.0,2.0,0.4
363493,12.0,1.0,0.08333333333333333
363706,5.0,2.0,0.4
363858,94.0,1.0,0.010638297872340425
364599,5.0,2.0,0.4
365472,12.0,1.0,0.08333333333333333
366539,9.0,1.0,0.1111111111111111
370819,10.0,2.0,0.2
371769,5.0,2.0,0.4
373357,10.0,1.0,0.1
379359,6.0,1.0,0.16666666666666666
382342,5.0,1.0,0.2
386100,17.0,1.0,0.058823529411764705
387934,5.0,2.0,0.4
393880,62.0,1.0,0.016129032258064516
393998,12.0,1.0,0.08333333333333333
394892,13.0,1.0,0.07692307692307693
395043,10.0,1.0,0.1
395187,23.0,1.0,0.043478260869565216
395399,76.0,5.0,0.06578947368421052
399126,49.0,1.0,0.02040816326530612
400422,5.0,1.0,0.2
400540,8.0,1.0,0.125
401240,20.0,2.0,0.1
401274,5.0,1.0,0.2
403950,12.0,2.0,0.16666666666666666
404297,9.0,2.0,0.2222222222222222
406574,6.0,2.0,0.3333333333333333
407610,20.0,1.0,0.05
409868,7.0,1.0,0.14285714285714285
410046,13.0,1.0,0.07692307692307693
412442,6.0,1.0,0.16666666666666666
413545,12.0,1.0,0.08333333333333333
413688,6.0,1.0,0.16666666666666666
413783,6.0,1.0,0.16666666666666666
415006,5.0,1.0,0.2
415353,5.0,1.0,0.2
418492,10.0,1.0,0.1
419838,7.0,1.0,0.14285714285714285
420938,5.0,1.0,0.2
420956,10.0,1.0,0.1
421812,6.0,1.0,0.16666666666666666
423820,7.0,1.0,0.14285714285714285
424516,25.0,1.0,0.04
426759,19.0,3.0,0.15789473684210525
426822,8.0,1.0,0.125
427937,24.0,1.0,0.041666666666666664
428703,21.0,1.0,0.047619047619047616
432334,8.0,2.0,0.25
434896,9.0,2.0,0.2222222222222222
437193,15.0,1.0,0.06666666666666667
438177,7.0,1.0,0.14285714285714285
439063,9.0,1.0,0.1111111111111111
439412,6.0,1.0,0.16666666666666666
441253,19.0,1.0,0.05263157894736842
441382,9.0,1.0,0.1111111111111111
441399,13.0,1.0,0.07692307692307693
441764,6.0,2.0,0.3333333333333333
441950,12.0,1.0,0.08333333333333333
443330,13.0,2.0,0.15384615384615385
447253,15.0,4.0,0.26666666666666666
448817,10.0,1.0,0.1
451991,15.0,2.0,0.13333333333333333
452192,6.0,1.0,0.16666666666666666
452903,9.0,1.0,0.1111111111111111
453196,14.0,3.0,0.21428571428571427
455385,7.0,1.0,0.14285714285714285
456858,5.0,1.0,0.2
465433,25.0,4.0,0.16
465556,8.0,2.0,0.25
466827,5.0,1.0,0.2
468239,8.0,1.0,0.125
468606,7.0,2.0,0.2857142857142857
477885,6.0,1.0,0.16666666666666666
478043,5.0,1.0,0.2
478262,13.0,1.0,0.07692307692307693
479452,6.0,1.0,0.16666666666666666
480149,5.0,1.0,0.2
482723,7.0,1.0,0.14285714285714285
484896,5.0,1.0,0.2
486722,13.0,2.0,0.15384615384615385
487231,6.0,1.0,0.16666666666666666
491150,7.0,2.0,0.2857142857142857
495057,5.0,2.0,0.4
496235,5.0,1.0,0.2
496540,8.0,1.0,0.125
500742,5.0,1.0,0.2
501736,6.0,1.0,0.16666666666666666
503379,8.0,1.0,0.125
503879,6.0,1.0,0.16666666666666666
504913,5.0,1.0,0.2
505292,7.0,1.0,0.14285714285714285
505825,5.0,1.0,0.2
509605,8.0,2.0,0.25
510788,9.0,1.0,0.1111111111111111
510936,5.0,1.0,0.2
511153,6.0,1.0,0.16666666666666666
511746,7.0,1.0,0.14285714285714285
515301,5.0,1.0,0.2
516701,7.0,1.0,0.14285714285714285
517285,7.0,1.0,0.14285714285714285
518000,10.0,1.0,0.1
518544,18.0,1.0,0.05555555555555555
519942,10.0,2.0,0.2
521334,11.0,1.0,0.09090909090909091
522620,19.0,1.0,0.05263157894736842
523550,6.0,1.0,0.16666666666666666
524909,16.0,1.0,0.0625
526477,14.0,1.0,0.07142857142857142
528125,6.0,1.0,0.16666666666666666
531558,16.0,1.0,0.0625
535148,9.0,1.0,0.1111111111111111
535196,12.0,1.0,0.08333333333333333
540344,12.0,1.0,0.08333333333333333
544653,7.0,1.0,0.14285714285714285
545974,8.0,2.0,0.25
546337,12.0,1.0,0.08333333333333333
547078,9.0,1.0,0.1111111111111111
547160,10.0,1.0,0.1
549012,6.0,2.0,0.3333333333333333
549226,8.0,1.0,0.125
553299,11.0,2.0,0.18181818181818182
554088,6.0,1.0,0.16666666666666666
555027,5.0,2.0,0.4
558172,7.0,1.0,0.14285714285714285
559831,9.0,1.0,0.1111111111111111
561935,10.0,1.0,0.1
562372,7.0,1.0,0.14285714285714285
562637,8.0,1.0,0.125
563306,9.0,2.0,0.2222222222222222
564499,10.0,3.0,0.3
565305,6.0,1.0,0.16666666666666666
565742,6.0,1.0,0.16666666666666666
566202,13.0,1.0,0.07692307692307693
566509,5.0,1.0,0.2
566618,7.0,1.0,0.14285714285714285
569164,9.0,1.0,0.1111111111111111
570727,6.0,1.0,0.16666666666666666
571131,5.0,1.0,0.2
572205,14.0,2.0,0.14285714285714285
572231,7.0,1.0,0.14285714285714285
572799,18.0,1.0,0.05555555555555555
572806,8.0,2.0,0.25
573215,9.0,1.0,0.1111111111111111
575277,11.0,4.0,0.36363636363636365
576732,14.0,1.0,0.07142857142857142
578935,12.0,2.0,0.16666666666666666
582106,6.0,1.0,0.16666666666666666
582354,26.0,1.0,0.038461538461538464
582970,19.0,1.0,0.05263157894736842
592345,10.0,1.0,0.1
592777,11.0,1.0,0.09090909090909091
594052,6.0,1.0,0.16666666666666666
594289,6.0,1.0,0.16666666666666666
594505,13.0,1.0,0.07692307692307693
594555,6.0,1.0,0.16666666666666666
597981,12.0,1.0,0.08333333333333333
600209,7.0,1.0,0.14285714285714285
602599,21.0,1.0,0.047619047619047616
605714,11.0,1.0,0.09090909090909091
607770,11.0,1.0,0.09090909090909091
607817,11.0,1.0,0.09090909090909091
609649,19.0,3.0,0.15789473684210525
610505,5.0,1.0,0.2
610823,7.0,1.0,0.14285714285714285
611478,15.0,2.0,0.13333333333333333
611518,5.0,1.0,0.2
612006,6.0,3.0,0.5
613354,6.0,1.0,0.16666666666666666
614620,9.0,1.0,0.1111111111111111
614991,7.0,1.0,0.14285714285714285
615553,7.0,2.0,0.2857142857142857
619271,5.0,2.0,0.4
619538,10.0,1.0,0.1
621441,8.0,2.0,0.25
621929,8.0,1.0,0.125
622086,5.0,1.0,0.2
623941,5.0,1.0,0.2
625129,9.0,1.0,0.1111111111111111
625982,5.0,2.0,0.4
626451,7.0,1.0,0.14285714285714285
627729,7.0,1.0,0.14285714285714285
627999,5.0,1.0,0.2
636065,5.0,2.0,0.4
636630,8.0,2.0,0.25
641971,5.0,1.0,0.2
644600,8.0,1.0,0.125
645460,8.0,2.0,0.25
646921,8.0,1.0,0.125
647605,11.0,1.0,0.09090909090909091
647869,7.0,1.0,0.14285714285714285
649019,6.0,1.0,0.16666666666666666
651374,6.0,1.0,0.16666666666666666
651659,7.0,1.0,0.14285714285714285
654637,12.0,2.0,0.16666666666666666
655571,14.0,1.0,0.07142857142857142
655848,5.0,1.0,0.2
655953,7.0,1.0,0.14285714285714285
656733,9.0,1.0,0.1111111111111111
656891,6.0,1.0,0.16666666666666666
656911,7.0,1.0,0.14285714285714285
657438,5.0,1.0,0.2
661224,5.0,2.0,0.4
664454,5.0,1.0,0.2
665111,5.0,1.0,0.2
665847,14.0,1.0,0.07142857142857142
668931,8.0,1.0,0.125
671147,21.0,3.0,0.14285714285714285
673866,9.0,1.0,0.1111111111111111
674193,47.0,1.0,0.02127659574468085
674340,24.0,1.0,0.041666666666666664
674753,6.0,1.0,0.16666666666666666
678418,13.0,2.0,0.15384615384615385
680256,5.0,1.0,0.2
680997,10.0,1.0,0.1
684732,9.0,1.0,0.1111111111111111
687256,24.0,1.0,0.041666666666666664
687624,7.0,1.0,0.14285714285714285
688897,16.0,1.0,0.0625
690587,14.0,1.0,0.07142857142857142
692968,5.0,4.0,0.8
694221,8.0,1.0,0.125
695858,8.0,2.0,0.25
698592,9.0,1.0,0.1111111111111111
702943,12.0,1.0,0.08333333333333333
704524,6.0,2.0,0.3333333333333333
705535,9.0,1.0,0.1111111111111111
705557,79.0,6.0,0.0759493670886076
711645,5.0,1.0,0.2
711782,6.0,3.0,0.5
711824,47.0,1.0,0.02127659574468085
712676,7.0,2.0,0.2857142857142857
714739,12.0,3.0,0.25
716461,7.0,1.0,0.14285714285714285
718348,8.0,1.0,0.125
723561,5.0,1.0,0.2
723899,12.0,1.0,0.08333333333333333
724262,12.0,1.0,0.08333333333333333
724481,8.0,1.0,0.125
725524,8.0,3.0,0.375
729804,5.0,1.0,0.2
730229,11.0,1.0,0.09090909090909091
733290,17.0,1.0,0.058823529411764705
733396,7.0,2.0,0.2857142857142857
735415,56.0,3.0,0.05357142857142857
737702,6.0,1.0,0.16666666666666666
740947,60.0,3.0,0.05
744800,5.0,1.0,0.2
745990,5.0,1.0,0.2
747593,7.0,1.0,0.14285714285714285
750532,5.0,1.0,0.2
750674,7.0,1.0,0.14285714285714285
750902,6.0,1.0,0.16666666666666666
752214,5.0,1.0,0.2
752740,16.0,2.0,0.125
752987,5.0,1.0,0.2
754086,6.0,1.0,0.16666666666666666
754608,13.0,1.0,0.07692307692307693
755419,5.0,2.0,0.4
755905,5.0,1.0,0.2
756251,11.0,2.0,0.18181818181818182
756578,22.0,1.0,0.045454545454545456
759857,14.0,4.0,0.2857142857142857
760737,13.0,1.0,0.07692307692307693
763370,5.0,1.0,0.2
764155,21.0,1.0,0.047619047619047616
764714,7.0,1.0,0.14285714285714285
765657,5.0,1.0,0.2
766718,6.0,1.0,0.16666666666666666
766784,8.0,1.0,0.125
769532,6.0,2.0,0.3333333333333333
771024,6.0,1.0,0.16666666666666666
771658,6.0,1.0,0.16666666666666666
771868,18.0,1.0,0.05555555555555555
771878,15.0,2.0,0.13333333333333333
772190,5.0,1.0,0.2
774160,7.0,1.0,0.14285714285714285
774466,5.0,1.0,0.2
774764,5.0,1.0,0.2
775221,31.0,2.0,0.06451612903225806
776864,11.0,1.0,0.09090909090909091
777131,7.0,1.0,0.14285714285714285
780855,10.0,1.0,0.1
781519,34.0,1.0,0.029411764705882353
784485,7.0,1.0,0.14285714285714285
784500,7.0,2.0,0.2857142857142857
786927,6.0,1.0,0.16666666666666666
788426,8.0,2.0,0.25
788629,11.0,3.0,0.2727272727272727
791204,8.0,1.0,0.125
792015,7.0,1.0,0.14285714285714285
793577,14.0,1.0,0.07142857142857142
794780,6.0,1.0,0.16666666666666666
798502,13.0,3.0,0.23076923076923078
799466,12.0,1.0,0.08333333333333333
800851,6.0,1.0,0.16666666666666666
801202,10.0,1.0,0.1
802990,6.0,1.0,0.16666666666666666
803680,19.0,1.0,0.05263157894736842
805127,9.0,1.0,0.1111111111111111
806732,7.0,1.0,0.14285714285714285
808558,7.0,1.0,0.14285714285714285
808741,6.0,1.0,0.16666666666666666
809482,16.0,1.0,0.0625
812879,191.0,1.0,0.005235602094240838
813121,24.0,1.0,0.041666666666666664
814556,7.0,3.0,0.42857142857142855
815459,7.0,1.0,0.14285714285714285
815868,8.0,1.0,0.125
816309,6.0,2.0,0.3333333333333333
816882,6.0,1.0,0.16666666666666666
818457,10.0,1.0,0.1
820744,12.0,3.0,0.25
821943,9.0,1.0,0.1111111111111111
823609,5.0,1.0,0.2
823645,9.0,1.0,0.1111111111111111
823894,5.0,1.0,0.2
827611,7.0,1.0,0.14285714285714285
829192,15.0,1.0,0.06666666666666667
829406,23.0,4.0,0.17391304347826086
832640,5.0,1.0,0.2
832989,5.0,1.0,0.2
836867,5.0,1.0,0.2
837929,6.0,1.0,0.16666666666666666
837989,14.0,1.0,0.07142857142857142
839324,5.0,2.0,0.4
839792,8.0,1.0,0.125
842197,37.0,1.0,0.02702702702702703
845202,7.0,1.0,0.14285714285714285
845698,6.0,1.0,0.16666666666666666
847428,25.0,1.0,0.04
848341,9.0,1.0,0.1111111111111111
849518,42.0,1.0,0.023809523809523808
849843,14.0,1.0,0.07142857142857142
850431,7.0,1.0,0.14285714285714285
854265,5.0,1.0,0.2
855292,13.0,1.0,0.07692307692307693
855702,7.0,2.0,0.2857142857142857
856726,5.0,2.0,0.4
860607,38.0,1.0,0.02631578947368421
863447,6.0,2.0,0.3333333333333333
863495,7.0,1.0,0.14285714285714285
863750,8.0,1.0,0.125
863860,7.0,1.0,0.14285714285714285
867034,10.0,1.0,0.1
867406,7.0,1.0,0.14285714285714285
869247,5.0,1.0,0.2
870280,7.0,1.0,0.14285714285714285
872688,10.0,1.0,0.1
873363,6.0,1.0,0.16666666666666666
873985,6.0,1.0,0.16666666666666666
879758,5.0,1.0,0.2
881051,8.0,2.0,0.25
883396,6.0,1.0,0.16666666666666666
884676,6.0,1.0,0.16666666666666666
885933,6.0,1.0,0.16666666666666666
887446,36.0,1.0,0.027777777777777776
890188,12.0,1.0,0.08333333333333333
890416,8.0,1.0,0.125
891289,7.0,1.0,0.14285714285714285
893162,11.0,1.0,0.09090909090909091
893452,32.0,1.0,0.03125
894357,6.0,1.0,0.16666666666666666
894480,6.0,2.0,0.3333333333333333
894838,7.0,1.0,0.14285714285714285
895147,7.0,1.0,0.14285714285714285
896080,8.0,1.0,0.125
897390,9.0,1.0,0.1111111111111111
903467,46.0,1.0,0.021739130434782608
904206,19.0,1.0,0.05263157894736842
904975,26.0,1.0,0.038461538461538464
905484,15.0,1.0,0.06666666666666667
906282,12.0,1.0,0.08333333333333333
908181,8.0,1.0,0.125
909291,8.0,1.0,0.125
910079,5.0,1.0,0.2
913199,5.0,1.0,0.2
914196,19.0,1.0,0.05263157894736842
914609,11.0,1.0,0.09090909090909091
914672,5.0,1.0,0.2
917748,6.0,2.0,0.3333333333333333
919282,6.0,1.0,0.16666666666666666
921277,12.0,1.0,0.08333333333333333
921537,5.0,1.0,0.2
929135,33.0,1.0,0.030303030303030304
929932,6.0,1.0,0.16666666666666666
933606,9.0,1.0,0.1111111111111111
933694,16.0,1.0,0.0625
933919,5.0,1.0,0.2
934383,15.0,3.0,0.2
935345,5.0,1.0,0.2
935594,11.0,1.0,0.09090909090909091
945648,6.0,1.0,0.16666666666666666
947211,9.0,1.0,0.1111111111111111
948711,8.0,1.0,0.125
949311,5.0,1.0,0.2
951352,16.0,3.0,0.1875
954140,7.0,1.0,0.14285714285714285
954365,12.0,2.0,0.16666666666666666
955544,9.0,1.0,0.1111111111111111
956217,9.0,2.0,0.2222222222222222
956284,6.0,1.0,0.16666666666666666
957957,13.0,1.0,0.07692307692307693
959248,8.0,2.0,0.25
961067,11.0,2.0,0.18181818181818182
961780,5.0,1.0,0.2
963243,18.0,1.0,0.05555555555555555
963616,17.0,1.0,0.058823529411764705
968355,5.0,4.0,0.8
970418,8.0,1.0,0.125
973198,14.0,2.0,0.14285714285714285
974879,5.0,1.0,0.2
974892,7.0,1.0,0.14285714285714285
975874,5.0,1.0,0.2
976721,9.0,1.0,0.1111111111111111
980043,5.0,1.0,0.2
980696,12.0,1.0,0.08333333333333333
982343,10.0,1.0,0.1
982639,6.0,1.0,0.16666666666666666
983744,43.0,1.0,0.023255813953488372
985089,9.0,2.0,0.2222222222222222
987638,8.0,1.0,0.125
987677,19.0,1.0,0.05263157894736842
988841,5.0,1.0,0.2
992889,5.0,1.0,0.2
995521,5.0,1.0,0.2
995603,7.0,2.0,0.2857142857142857
996416,5.0,2.0,0.4
996987,12.0,1.0,0.08333333333333333
1000333,5.0,1.0,0.2
1002955,16.0,1.0,0.0625
1004461,12.0,1.0,0.08333333333333333
1004566,7.0,1.0,0.14285714285714285
1005543,9.0,2.0,0.2222222222222222
1005703,8.0,2.0,0.25
1008032,5.0,1.0,0.2
1008471,5.0,1.0,0.2
1008562,7.0,1.0,0.14285714285714285
1009464,20.0,3.0,0.15
1009731,6.0,1.0,0.16666666666666666
1013002,5.0,1.0,0.2
1015653,6.0,1.0,0.16666666666666666
1016570,5.0,2.0,0.4
1016868,7.0,1.0,0.14285714285714285
1016916,5.0,1.0,0.2
1018866,17.0,1.0,0.058823529411764705
1019434,5.0,1.0,0.2
1020737,7.0,1.0,0.14285714285714285
1021838,9.0,1.0,0.1111111111111111
1022096,7.0,2.0,0.2857142857142857
1022464,6.0,1.0,0.16666666666666666
1027272,6.0,1.0,0.16666666666666666
1027779,8.0,1.0,0.125
1028572,10.0,1.0,0.1
1028640,11.0,1.0,0.09090909090909091
1029005,13.0,3.0,0.23076923076923078
1029661,6.0,2.0,0.3333333333333333
1031341,7.0,1.0,0.14285714285714285
1033405,9.0,1.0,0.1111111111111111
1034078,8.0,1.0,0.125
1035273,6.0,1.0,0.16666666666666666
1036317,6.0,1.0,0.16666666666666666
1039103,5.0,1.0,0.2
1039172,15.0,1.0,0.06666666666666667
1039785,14.0,1.0,0.07142857142857142
1040482,15.0,1.0,0.06666666666666667
1040754,10.0,1.0,0.1
1042152,12.0,2.0,0.16666666666666666
1043553,5.0,1.0,0.2
1044710,49.0,1.0,0.02040816326530612
1045382,9.0,2.0,0.2222222222222222
1046201,6.0,1.0,0.16666666666666666
1046786,5.0,1.0,0.2
1047762,7.0,1.0,0.14285714285714285
1048127,10.0,2.0,0.2
1048796,7.0,1.0,0.14285714285714285
1050993,5.0,1.0,0.2
1056372,5.0,1.0,0.2
1056544,6.0,1.0,0.16666666666666666
1056728,5.0,1.0,0.2
1058623,10.0,1.0,0.1
1059099,5.0,1.0,0.2
1061544,5.0,1.0,0.2
1061885,7.0,1.0,0.14285714285714285
1063089,11.0,1.0,0.09090909090909091
1063344,9.0,1.0,0.1111111111111111
1063918,15.0,1.0,0.06666666666666667
1066843,31.0,1.0,0.03225806451612903
1068211,13.0,1.0,0.07692307692307693
1069193,7.0,2.0,0.2857142857142857
1069948,8.0,2.0,0.25
1069977,14.0,1.0,0.07142857142857142
1070612,5.0,2.0,0.4
1071840,7.0,1.0,0.14285714285714285
1073564,8.0,1.0,0.125
1073622,60.0,1.0,0.016666666666666666
1073943,5.0,3.0,0.6
1074006,5.0,1.0,0.2
1074025,19.0,3.0,0.15789473684210525
1075959,21.0,1.0,0.047619047619047616
1076171,9.0,1.0,0.1111111111111111
1076216,7.0,1.0,0.14285714285714285
1076456,7.0,1.0,0.14285714285714285
1076602,7.0,2.0,0.2857142857142857
1078710,7.0,2.0,0.2857142857142857
1079003,8.0,1.0,0.125
1081043,6.0,1.0,0.16666666666666666
1081865,8.0,2.0,0.25
1082272,11.0,1.0,0.09090909090909091
1083002,16.0,2.0,0.125
1085601,12.0,2.0,0.16666666666666666
1089748,23.0,1.0,0.043478260869565216
1092652,15.0,3.0,0.2
1093361,24.0,1.0,0.041666666666666664
